Evaluation Setup: /home/mmenning/working/evalXMLs/memClusterSetup.xml 
Index Base: /home/mmenning/working/evalXMLs/rsttree/memBase.xml 
5	4096	0	0	10900	12404232106	76547348	85731017
5	4096	0	0	20800	13513370784	140535253	188822029
5	4096	0	0	30700	13534711546	117937390	137778156
5	4096	0	0	40600	13369595560	157727273	175458717
5	4096	0	0	50500	13257760741	174955776	204602030
5	4096	0	0	60400	14101625300	216905211	270830072
5	4096	0	0	70300	14289798915	261368141	322241457
5	4096	0	0	80200	13360782652	283563157	343163905
5	4096	0	0	90100	13781863878	308108512	384613043
5	4096	0	0	100000	14175027701	358518247	400810287
5	4096	0	1	10900	10904344377	31569373	32149406
5	4096	0	1	20800	12290167217	69495827	79374596
5	4096	0	1	30700	13108094216	98486556	125225391
5	4096	0	1	40600	13292572907	134659688	166244464
5	4096	0	1	50500	13509657186	171157397	209589634
5	4096	0	1	60400	12583623738	186666769	236987645
5	4096	0	1	70300	13124554905	237000600	300046938
5	4096	0	1	80200	14278548007	280926513	330785492
5	4096	0	1	90100	14097841102	311253285	330486381
5	4096	0	1	100000	13984996311	362318065	423711571
5	4096	0	2	10900	11683376753	40790810	48445987
5	4096	0	2	20800	13099368269	65439583	81704515
5	4096	0	2	30700	13176179837	102346472	115405593
5	4096	0	2	40600	13139320589	144460166	176156828
5	4096	0	2	50500	13078390882	184606719	211006150
5	4096	0	2	60400	13577204118	221753446	266460142
5	4096	0	2	70300	13338917779	245179966	275391913
5	4096	0	2	80200	13666680683	288518898	349426782
5	4096	0	2	90100	13774931886	326318470	387555592
5	4096	0	2	100000	14027971543	356795263	405850377
5	4096	0	3	10900	10746529194	33124255	33698382
5	4096	0	3	20800	13183850118	77302721	96373330
5	4096	0	3	30700	13089136831	112592236	153267385
5	4096	0	3	40600	13164314191	137068244	161565290
5	4096	0	3	50500	13455706757	182072949	224041461
5	4096	0	3	60400	14121564199	208788464	244605738
5	4096	0	3	70300	14462553864	259697259	312028397
5	4096	0	3	80200	14742543326	276391520	341176854
5	4096	0	3	90100	15426870916	315858774	385083125
5	4096	0	3	100000	14786956046	360958769	383890063
5	4096	0	4	10900	11418150799	42243061	54042515
5	4096	0	4	20800	12909917416	76348464	89824144
5	4096	0	4	30700	13299494496	111961038	126715631
5	4096	0	4	40600	13590587510	166529705	210452371
5	4096	0	4	50500	13504164507	199125614	255272721
5	4096	0	4	60400	13154884365	212534198	254963432
5	4096	0	4	70300	13452450107	249349585	289487577
5	4096	0	4	80200	13750956064	261701251	328326383
5	4096	0	4	90100	13682943586	363108200	399489722
5	4096	0	4	100000	14078387635	337394782	420164582
5	4096	0	5	10900	11229190539	39861405	57609266
5	4096	0	5	20800	12305284295	85261418	104038365
5	4096	0	5	30700	13264585330	111823580	147756828
5	4096	0	5	40600	13124238813	145069903	181916818
5	4096	0	5	50500	13070413387	189183751	215359821
5	4096	0	5	60400	13470613236	199984235	254918909
5	4096	0	5	70300	13830273844	255156190	308765255
5	4096	0	5	80200	13615859742	275499858	332862297
5	4096	0	5	90100	13944719696	316735775	403850673
5	4096	0	5	100000	14297979016	324958339	401007920
5	4096	0	6	10900	11468255548	35427569	39094642
5	4096	0	6	20800	13105899945	76833388	97460775
5	4096	0	6	30700	13411084774	124291571	139761092
5	4096	0	6	40600	13832007351	137126314	188489966
5	4096	0	6	50500	13759697850	173690577	216102688
5	4096	0	6	60400	13015946567	215388711	273709194
5	4096	0	6	70300	13886186047	247354046	317082466
5	4096	0	6	80200	13909261760	267232594	331733349
5	4096	0	6	90100	14336402892	307015920	360737028
5	4096	0	6	100000	14634454421	360084949	409185502
5	4096	0	7	10900	11287341128	38123841	46848277
5	4096	0	7	20800	13506632430	82702798	101866958
5	4096	0	7	30700	13142491389	122620290	144790118
5	4096	0	7	40600	13100475801	182628264	181779350
5	4096	0	7	50500	13698045081	199395281	243972979
5	4096	0	7	60400	13561728498	216374667	253375836
5	4096	0	7	70300	13411422993	240768865	297162392
5	4096	0	7	80200	13772099605	288677304	322034342
5	4096	0	7	90100	13937158229	302119112	378025414
5	4096	0	7	100000	14694214111	324949065	400488643
5	4096	0	8	10900	11093908894	34136663	41910205
5	4096	0	8	20800	12815104602	81777185	94163024
5	4096	0	8	30700	13797672110	103137378	135876890
5	4096	0	8	40600	13264847492	148287805	181850801
5	4096	0	8	50500	13709693191	191601427	227408074
5	4096	0	8	60400	13029534467	248016146	300574162
5	4096	0	8	70300	13186981634	264944661	326020463
5	4096	0	8	80200	13596169150	285286312	368899610
5	4096	0	8	90100	13804216757	324953208	386523308
5	4096	0	8	100000	14431766268	364302534	436240868
5	4096	0	9	10900	11345987409	35509475	40365138
5	4096	0	9	20800	13231448061	82954221	102719171
5	4096	0	9	30700	13369064215	113622785	141321651
5	4096	0	9	40600	13522468634	159644295	196258836
5	4096	0	9	50500	13020873482	198138693	243713692
5	4096	0	9	60400	12625277787	206532244	270691426
5	4096	0	9	70300	13426242632	265162133	350960724
5	4096	0	9	80200	14757680862	293956275	376933326
5	4096	0	9	90100	13978994323	349171129	410917554
5	4096	0	9	100000	13889811415	366428218	433265904
5	4096	0	10	10900	11439123519	29437355	37092037
5	4096	0	10	20800	12537692684	73365246	89252859
5	4096	0	10	30700	12772228854	106335369	125445609
5	4096	0	10	40600	13641930000	140086433	171913080
5	4096	0	10	50500	13198977601	195722054	222273662
5	4096	0	10	60400	13505222244	233281743	272644626
5	4096	0	10	70300	14140822874	234289181	299513752
5	4096	0	10	80200	14415116554	263491433	316507651
5	4096	0	10	90100	13744923468	343032994	411467615
5	4096	0	10	100000	14331264166	374400538	443444746
5	4096	0	11	10900	10856541351	33530967	38396444
5	4096	0	11	20800	12620408968	65534601	78306885
5	4096	0	11	30700	12903538718	84659526	104401540
5	4096	0	11	40600	13255446748	138492806	163512371
5	4096	0	11	50500	13638886506	171636617	211798146
5	4096	0	11	60400	13093535072	205576519	251185511
5	4096	0	11	70300	13242898345	229360646	291149524
5	4096	0	11	80200	13561571845	253938442	309109448
5	4096	0	11	90100	14101706674	302390822	338231921
5	4096	0	11	100000	13796126731	327814939	385800428
5	4096	0	12	10900	11730055656	34084266	38276520
5	4096	0	12	20800	12825321911	75097960	88338001
5	4096	0	12	30700	13420200078	118432496	139345445
5	4096	0	12	40600	14061748451	160495210	196180517
5	4096	0	12	50500	13144931157	191780842	245174925
5	4096	0	12	60400	13033917569	225453113	268651587
5	4096	0	12	70300	13306412642	251598530	308846997
5	4096	0	12	80200	14076985830	294830066	331347605
5	4096	0	12	90100	13668829109	322347162	359659270
5	4096	0	12	100000	14667420654	340847012	404529516
5	4096	0	13	10900	11266139392	33097797	40298471
5	4096	0	13	20800	12608409039	71809142	86339584
5	4096	0	13	30700	13546920877	107661621	129062675
5	4096	0	13	40600	12800659770	140260524	175005006
5	4096	0	13	50500	13264043121	177934525	197045406
5	4096	0	13	60400	13283493698	209500497	246998942
5	4096	0	13	70300	13558819812	239237143	298335320
5	4096	0	13	80200	13741852977	263352865	297371666
5	4096	0	13	90100	13923334719	297751716	358498660
5	4096	0	13	100000	13697515678	306164508	369530538
5	4096	0	14	10900	11484786477	39392587	46003923
5	4096	0	14	20800	12452378432	79136948	95028045
5	4096	0	14	30700	12118430681	105030139	130180002
5	4096	0	14	40600	13550964916	148743326	181839624
5	4096	0	14	50500	13810651169	170337026	223046706
5	4096	0	14	60400	13578602612	229083425	266816837
5	4096	0	14	70300	13754771727	256746521	308547437
5	4096	0	14	80200	14438784415	268734415	313301032
5	4096	0	14	90100	13759511843	304776031	369238103
5	4096	0	14	100000	13939132428	336253812	418095664
5	4096	0	15	10900	11684840171	33249935	42205089
5	4096	0	15	20800	13303569576	69946700	82088301
5	4096	0	15	30700	12598043546	116532056	138525082
5	4096	0	15	40600	13317753028	147700847	171259919
5	4096	0	15	50500	12965611934	174841962	214366905
5	4096	0	15	60400	13432923438	204729736	267113419
