Evaluation Setup: /home/mmenning/working/evalXMLs/memSkewedSetup.xml 
Index Base: /home/mmenning/working/evalXMLs/rsttree/memBase.xml 
5	4096	0	0	10900	18552783689	335476521	430270871
5	4096	0	0	20800	17042384673	302611581	499606016
5	4096	0	0	30700	16188439512	512010641	637095809
5	4096	0	0	40600	16438560845	635606493	913043459
5	4096	0	0	50500	16876796638	764263669	1077405391
5	4096	0	0	60400	16099164072	932408198	1362906372
5	4096	0	0	70300	16514782058	1004743433	1482116055
5	4096	0	0	80200	15900555856	1182582968	1716049550
5	4096	0	0	90100	16449440780	1298607810	1803842939
5	4096	0	0	100000	15761679175	1489142758	1967607647
5	4096	0	1	10900	15924810555	95316392	149451360
5	4096	0	1	20800	16202866606	314279193	483700429
5	4096	0	1	30700	16332531167	463416847	686065911
5	4096	0	1	40600	16182971266	645646088	865044063
5	4096	0	1	50500	16329747171	759135226	1048275355
5	4096	0	1	60400	16638411849	845993720	1137280856
5	4096	0	1	70300	17112595428	962784938	1389290801
5	4096	0	1	80200	16339309472	1171791096	1511841245
5	4096	0	1	90100	16239567525	1249163363	1787927485
5	4096	0	1	100000	16970985299	1486128718	1998857200
5	4096	0	2	10900	16895214791	100776287	160052277
5	4096	0	2	20800	16778740517	257407610	404792349
5	4096	0	2	30700	17579123531	449132304	663666344
5	4096	0	2	40600	16396094832	601032731	855761814
5	4096	0	2	50500	17273373233	706638706	990056048
5	4096	0	2	60400	17141392940	865783283	1136022476
5	4096	0	2	70300	16815178275	1037798131	1532938726
5	4096	0	2	80200	16734636314	1096928629	1576872171
5	4096	0	2	90100	15697954157	1253433226	1786852676
5	4096	0	2	100000	16759050844	1485466167	1828513209
5	4096	0	3	10900	15899400864	87239311	176603384
5	4096	0	3	20800	16779498122	332483418	495683927
5	4096	0	3	30700	16729948814	485537318	736105593
5	4096	0	3	40600	17143603803	527451539	834279925
5	4096	0	3	50500	17412904338	793463361	1047819892
5	4096	0	3	60400	16589969162	944230586	1255618362
5	4096	0	3	70300	16825878912	973630340	1490765037
5	4096	0	3	80200	16311051766	1172080559	1619565397
5	4096	0	3	90100	16733004338	1336691797	1664623657
5	4096	0	3	100000	16311601944	1420063097	1883573860
5	4096	0	4	10900	16308077246	130014133	227068824
5	4096	0	4	20800	16386210832	216329577	387021762
5	4096	0	4	30700	16563162081	440011597	661363060
5	4096	0	4	40600	15387715545	621954978	812855934
5	4096	0	4	50500	16045907293	753161711	1066073886
5	4096	0	4	60400	15566914585	901758382	1210762933
5	4096	0	4	70300	16060157135	897747350	1245260336
5	4096	0	4	80200	16942966091	1134330549	1515858449
5	4096	0	4	90100	16363054289	1239219392	1607349648
5	4096	0	4	100000	17083917191	1341281259	1921504395
